Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,Receptor,Standard Value
CHEMBL590580,,,231.3,0.0,0.86,"3a, enantiomer",Cc1cccc2c1C(=O)NC1CCNCCN21,Ki,'=',nM,8.0,,,UO_0000065,34.59,0.64,7.14,18.03,0,CHEMBL1066138,Displacement of [125I]LSD from human recombinant 5HT2B receptor expressed in HEK293E cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293E,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1158511,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,,,,,10.0,5HT2B,10.0
CHEMBL598851,,,390.9,0.0,2.98,10e,NC1CCN(c2ccc3[nH]nc(S(=O)(=O)c4cccc(Cl)c4)c3c2)CC1,Ki,'=',nM,6.36,,,UO_0000065,16.26,0.33,3.37,6.9,0,CHEMBL1073456,Displacement of [3H]5HT from human 5HT2B receptor expressed in CHO cells by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1157614,1,Scientific Literature,J Med Chem,2010.0,CHEMBL3308072,,,,442.0,5HT2B,442.0
CHEMBL3402670,,,332.83,0.0,3.6,(+)-5e,CN(C)[C@H]1Cc2ccccc2[C@H](c2cccc([N+](=O)[O-])c2)C1,Ki,'=',nM,7.7,,,UO_0000065,25.98,0.48,4.1,16.6,0,CHEMBL3406943,Displacement of [3H]Mesulergine from human 5-HT2B receptor expressed in HEK293 cells by scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3400036,1,Scientific Literature,Bioorg Med Chem,2015.0,CHEMBL3307715,,,,20.0,5HT2B,20.0
CHEMBL383694,,,268.16,0.0,1.57,8b,C[C@@H]1CNC[C@@H]2Cc3ccc(Br)nc3N21,Ki,'=',nM,6.78,,,UO_0000065,25.28,0.62,5.21,24.08,0,CHEMBL861243,Displacement of [3H]5HT from human recombinant 5HT2B receptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139653,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,CHEMBL3308072,,,,166.0,5HT2B,166.0
CHEMBL3402681,,,363.93,1.0,5.36,(+)-5n,CN(C)[C@H]1Cc2ccccc2[C@H](c2cccc(-c3ccccc3)c2)C1,Ki,'=',nM,6.7,,,UO_0000065,20.46,0.37,1.34,206.76,0,CHEMBL3406943,Displacement of [3H]Mesulergine from human 5-HT2B receptor expressed in HEK293 cells by scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3400036,1,Scientific Literature,Bioorg Med Chem,2015.0,CHEMBL3307715,,,,200.0,5HT2B,200.0
CHEMBL3402683,,,322.28,0.0,4.35,(+)-5o,CN(C)[C@H]1Cc2ccccc2[C@H](c2ccccc2Cl)C1,Ki,'=',nM,6.15,,,UO_0000065,21.51,0.42,1.8,189.78,0,CHEMBL3406943,Displacement of [3H]Mesulergine from human 5-HT2B receptor expressed in HEK293 cells by scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3400036,1,Scientific Literature,Bioorg Med Chem,2015.0,CHEMBL3307715,,,,710.0,5HT2B,710.0
CHEMBL55292,,,456.42,1.0,5.13,26,Cc1ncccc1Oc1ccc(NC(=O)N2CCc3c2cc(C(F)(F)F)c2c3CCO2)cn1,Ki,'=',nM,7.2,,,UO_0000065,15.77,0.3,2.07,9.4,0,CHEMBL617786,Binding affinity towards human cloned 5-HT2B receptor of HEK293 cells by displacement of [3H]5-HT,B,BAO_0000219,cell-based format,,,,HEK293,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133064,1,Scientific Literature,Bioorg Med Chem Lett,2000.0,CHEMBL3307715,,,,-7.2,5HT2B,63.1
CHEMBL339980,,,339.41,0.0,3.97,4,Cc1[nH]c2cccc(NC(=O)c3ccc(F)cc3)c2c1CCN(C)C,Ki,'=',nM,6.17,,,UO_0000065,18.18,0.34,2.2,12.82,0,CHEMBL617408,Binding affinity towards human 5-hydroxytryptamine 2B receptor using [3H]5-HT as radioligand,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134277,1,Scientific Literature,J Med Chem,2001.0,,,,,676.0,5HT2B,676.0
CHEMBL2442274,,,305.13,0.0,1.93,3e,N=C1NC(=O)/C(=C\c2c[nH]c3c(Br)cccc23)N1,Ki,'=',nM,6.34,,,UO_0000065,20.78,0.48,4.41,7.85,0,CHEMBL2445946,Displacement of [3H]LSD from human recombinant 5HT2B receptor stably expressed in HEK cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2440075,1,Scientific Literature,Bioorg Med Chem,2013.0,CHEMBL3307715,,,,457.0,5HT2B,457.0
CHEMBL3092755,,,288.74,0.0,1.73,6,NC(N)=NC(=O)c1ccc2c(c1)[nH]c1ccccc12,Ki,'=',nM,8.0,,,UO_0000065,31.71,0.58,6.27,8.23,0,CHEMBL3095680,Displacement of [3H]Mesulergine from human 5-HT2B receptor expressed in HEK293 cells by liquid scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3091369,1,Scientific Literature,Bioorg Med Chem,2013.0,CHEMBL3307715,,,,10.0,5HT2B,10.0
CHEMBL3092753,,,251.29,0.0,1.67,4,NC(N)=NC(=O)c1ccc2c(c1)Cc1ccccc1-2,Ki,'=',nM,8.74,,,UO_0000065,34.8,0.63,7.07,10.73,0,CHEMBL3095680,Displacement of [3H]Mesulergine from human 5-HT2B receptor expressed in HEK293 cells by liquid scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3091369,1,Scientific Literature,Bioorg Med Chem,2013.0,CHEMBL3307715,,,,1.8,5HT2B,1.8
CHEMBL2442277,,,319.16,0.0,2.27,3o,CN1C(=N)N/C(=C/c2c[nH]c3c(Br)cccc23)C1=O,Ki,'=',nM,6.23,,,UO_0000065,19.51,0.45,3.96,8.65,0,CHEMBL2445946,Displacement of [3H]LSD from human recombinant 5HT2B receptor stably expressed in HEK cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2440075,1,Scientific Literature,Bioorg Med Chem,2013.0,CHEMBL3307715,,,,593.0,5HT2B,593.0
CHEMBL594469,,,345.39,0.0,2.97,"scheme 3, 28",Fc1ccc(F)c(CO[C@H]2CCc3ccc(N4CCNCC4)nc32)c1,Ki,'=',nM,6.82,,,UO_0000065,19.73,0.37,3.85,18.23,0,CHEMBL1069955,Displacement of [125I]DOI from human 5HT2B receptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1153119,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,CHEMBL3308072,,,,153.0,5HT2B,153.0
CHEMBL291536,,,319.32,0.0,3.72,31,Cc1nc2ccc(NC(=O)Nc3ccnc4cccnc34)cc2o1,Ki,'=',nM,5.4,,,UO_0000065,16.91,0.31,1.68,5.81,0,CHEMBL617608,Binding affinity against 5-hydroxytryptamine 2B receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134731,1,Scientific Literature,Bioorg Med Chem Lett,2001.0,,,,,-5.4,5HT2B,3981.07
CHEMBL374660,,,300.28,0.0,2.2,56,CCOc1cc2c(c(C(F)(F)F)c1)C(=O)N1CCNC[C@@H]21,Ki,'=',nM,5.89,,Antagonist,UO_0000065,19.6,0.38,3.69,14.16,0,CHEMBL918966,Displacement of [3H]LSD from human recombinant 5HT2B expressed in HEK293E cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293E,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142951,1,Scientific Literature,J Med Chem,2007.0,,,ANTAGONIST,,1300.0,5HT2B,1300.0
CHEMBL392760,,,380.88,0.0,2.74,11q,NCCc1cn(S(=O)(=O)c2c(Cl)nc3sccn23)c2ccccc12,Ki,'=',nM,6.34,,,UO_0000065,16.64,0.36,3.6,7.69,0,CHEMBL900204,Inhibition of human 5HT2B receptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138245,1,Scientific Literature,J Med Chem,2007.0,CHEMBL3308072,,,,458.0,5HT2B,458.0
CHEMBL300618,,,414.39,0.0,4.67,2,O=C(Nc1ccc(OCc2ccccn2)nc1)N1CCc2cc(C(F)(F)F)ccc21,Ki,'=',nM,6.4,,,UO_0000065,15.44,0.29,1.73,9.5,0,CHEMBL617787,In vitro binding affinity at human cloned 5-hydroxytryptamine 2B receptor of HEK293 cells by [3H]5-HT displacement.,B,BAO_0000219,cell-based format,,,,HEK293,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133278,1,Scientific Literature,Bioorg Med Chem Lett,2000.0,CHEMBL3307715,,,,-6.4,5HT2B,398.11
CHEMBL157910,,,450.78,0.0,3.87,24,COc1ccc(S(=O)(=O)Nc2cc(Cl)cc(Cl)c2Cl)cc1N1CCNCC1,Ki,'=',nM,5.7,,,UO_0000065,12.64,0.29,1.83,8.07,0,CHEMBL617790,Compound was evaluated for binding affinity against human cloned 5-HT2B receptor in HEK 293 cells using [3H]5-HT as the radioligand,B,BAO_0000219,cell-based format,,,,HEK293,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134050,1,Scientific Literature,Bioorg Med Chem Lett,2001.0,CHEMBL3307715,,,,5.7,5HT2B,1995.26
CHEMBL358522,,,172.23,0.0,1.98,(-)-1a,N[C@@H]1C[C@H]1c1c[nH]c2ccccc12,Ki,'=',nM,7.23,,,UO_0000065,42.0,0.76,5.25,17.3,0,CHEMBL617406,Binding affinity against the cloned human 5-hydroxytryptamine 2B receptor using [3H]5-HT as the radioligand,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131336,1,Scientific Literature,J Med Chem,1998.0,,,,,58.5,5HT2B,58.5
CHEMBL3104092,,,288.39,0.0,3.58,"8, 21635",CN1CCc2c(c3cccc4c3n2Cc2ccccc2C4)C1,Ki,'=',nM,7.25,,,UO_0000065,25.14,0.45,3.67,88.74,0,CHEMBL3106302,Displacement of [3H]LSD from 5-HT2B receptor (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3102773,1,Scientific Literature,Bioorg Med Chem Lett,2014.0,,,,,7.25,5HT2B,56.23
CHEMBL310656,,,389.45,0.0,1.73,4,COc1ccc(OC)c(C(=O)CCCCN2CCC3(CC2)NC(=O)NC3=O)c1,Ki,'=',nM,6.9,,,UO_0000065,17.72,0.34,5.17,7.12,0,CHEMBL617791,Displacement of [3H]-5-5HT from human cloned 5-hydroxytryptamine 2B receptor expressed in CHO-K1 cells,B,BAO_0000219,cell-based format,,,,CHO-K1,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1128924,1,Scientific Literature,Bioorg Med Chem Lett,1996.0,CHEMBL3307512,,,,-6.9,5HT2B,125.89
CHEMBL4798829,,,415.52,1.0,5.21,EUB0000752a,c1ccc2oc(-c3csc(C4CCN(Cc5nc6ncccc6[nH]5)CC4)n3)cc2c1,Ki,'=',nM,6.25,,,UO_0000065,15.05,0.28,1.04,8.83,0,CHEMBL5214035,Selectivity interaction (GPCR panel (PDSP screen)) EUB0000752a HTR2B,B,BAO_0000357,single protein format,Homo sapiens,,,,,Protein family: GPCR,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5212743,65,EUbOPEN Chemogenomic Library Literature Data,,2023.0,,"Selectivity Comments: Biochemical bovine OxPhos activity assay: >30 µM for Complex 2, 3, 4 and 5, https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-179; Selectivity > 500 fold against numerous kinases tested, https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-179; Screened in Eurofins-CEREP, GPCR panel at 10 µM, closest target as % inhibition: HTR2B (73.5%); Selectivity > 500 fold against numerous kinases tested; Proliferation assay (cellular ATP kit HTS in human lung H1299 cells): IC50 = 79 nM, https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-179; | Selectivity number of off-targets = 0.0 None | Selectivity number of targets = 45.0 None | Selectivity Remarks: Screened at 10 µM (in-vitro potency) | Selectivity Source Knowledge: https://doi.org/10.1021/acsmedchemlett.1c00666, https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-179",,,558.19,5HT2B,549.54
CHEMBL361929,,,218.3,0.0,0.9,13,C[C@@H]1CNC[C@H]2Cc3ccc(CO)cc3N21,Ki,'=',nM,6.6,,,UO_0000065,30.24,0.56,5.7,18.6,0,CHEMBL828758,Binding affinity toward 5-HT2B receptor evaluated by displacement of [3H]5-HT radioligand ,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142762,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,250.0,5HT2B,250.0
CHEMBL53152,,,493.28,1.0,5.95,18,Cc1ncccc1Oc1ccc(NC(=O)N2CCc3cc(Br)c(C(F)(F)F)cc32)cn1,Ki,'=',nM,7.0,,,UO_0000065,14.19,0.31,1.05,10.39,0,CHEMBL617786,Binding affinity towards human cloned 5-HT2B receptor of HEK293 cells by displacement of [3H]5-HT,B,BAO_0000219,cell-based format,,,,HEK293,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133064,1,Scientific Literature,Bioorg Med Chem Lett,2000.0,CHEMBL3307715,,,,-7.0,5HT2B,100.0
CHEMBL55964,,,408.89,1.0,5.44,35,Cc1cc2c(cc1Cl)N(C(=O)Nc1cnc(Oc3cccnc3C)c(C)c1)CC2,Ki,'=',nM,7.5,,,UO_0000065,18.34,0.35,2.06,11.14,0,CHEMBL617786,Binding affinity towards human cloned 5-HT2B receptor of HEK293 cells by displacement of [3H]5-HT,B,BAO_0000219,cell-based format,,,,HEK293,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133064,1,Scientific Literature,Bioorg Med Chem Lett,2000.0,CHEMBL3307715,,,,-7.5,5HT2B,31.62
CHEMBL1221,SULCONAZOLE,4.0,397.76,1.0,6.52,SULCONAZOLE,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,Ki,'=',nM,5.72,,,UO_0000065,14.37,0.33,-0.8,32.08,0,CHEMBL1909104,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2B radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,,1.922,5HT2B,1922.0
CHEMBL408155,,,285.37,0.0,3.23,18c,CC(C)(C)c1nc2c(c(-c3ccc(F)cc3)n1)CNCC2,Ki,'=',nM,7.16,,,UO_0000065,25.07,0.47,3.92,18.92,0,CHEMBL934033,Displacement of [3H]mesulergine from human recombinant 5HT2B receptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141597,1,Scientific Literature,Bioorg Med Chem Lett,2008.0,CHEMBL3308072,,,,70.0,5HT2B,70.0
CHEMBL234531,,,450.91,0.0,4.9,27,COc1ccc(N2Cc3c(F)c(F)cc(Cl)c3C2=O)cc1OCCN1CCC(C)CC1,Ki,'=',nM,6.9,,,UO_0000065,15.3,0.3,2.0,16.42,0,CHEMBL889870,Displacement of [3H]5-HT from 5HT2B receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146272,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,CHEMBL3307715,,,,-6.9,5HT2B,125.89
CHEMBL1642851,,,442.97,0.0,3.71,18b,O=S(=O)(c1cccc2ccccc12)c1n[nH]c2ccc(NC3CCNCC3)cc12,Ki,'=',nM,6.17,,,UO_0000065,15.18,0.29,2.46,7.1,0,CHEMBL1647104,Binding affinity to 5-HT2B receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1641413,1,Scientific Literature,Bioorg Med Chem,2011.0,,,,,675.0,5HT2B,675.0
CHEMBL1642882,,,427.36,0.0,3.21,18g,O=S(=O)(c1cccc(Cl)c1)c1n[nH]c2ccc(NC3CCNCC3)cc12,Ki,'=',nM,6.81,,,UO_0000065,17.42,0.36,3.6,7.84,0,CHEMBL1647104,Binding affinity to 5-HT2B receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1641413,1,Scientific Literature,Bioorg Med Chem,2011.0,,,,,155.0,5HT2B,155.0
CHEMBL220274,,,256.23,0.0,1.81,20,O=C1c2c(cccc2C(F)(F)F)C2CNCCN12,Ki,'=',nM,6.6,,Antagonist,UO_0000065,25.77,0.5,4.79,20.42,0,CHEMBL918966,Displacement of [3H]LSD from human recombinant 5HT2B expressed in HEK293E cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293E,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142951,1,Scientific Literature,J Med Chem,2007.0,,,ANTAGONIST,,249.0,5HT2B,249.0
CHEMBL234947,,,488.42,1.0,5.52,10,COc1ccc(N2Cc3c(c4cc(Cl)c(Cl)cc4n3C)C2=O)cc1OCCN1CCCCC1,Ki,'=',nM,6.7,,,UO_0000065,13.72,0.28,1.18,14.27,0,CHEMBL889894,Displacement of [3H]5-HT from human 5HT2B receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146275,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,CHEMBL3307715,,,,-6.7,5HT2B,199.53
