Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,Receptor,Standard Value
CHEMBL3235757,,,523.46,1.0,4.37,51,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1ccc(CN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,Ki,'=',nM,6.67,,,UO_0000065,12.75,0.25,2.3,9.55,0,CHEMBL3241203,Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in HEK293 cells after 1 hr by beta-counting,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3232956,1,Scientific Literature,Eur J Med Chem,2014,CHEMBL3307715,,,,212.0,5HT1A,212.0
CHEMBL716,QUETIAPINE,4.0,383.52,0.0,2.86,Quetiapine,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,Ki,'=',nM,6.64,,,UO_0000065,17.31,0.34,3.78,13.74,0,CHEMBL992749,Binding affinity to human cloned 5HT1A receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1155799,1,Scientific Literature,Bioorg Med Chem,2008,,,,,230.0,5HT1A,79.43
CHEMBL4797752,,,443.32,0.0,4.75,35,O=C(c1ccc(F)c(Cl)c1)N1CCC(F)(CNCCOc2ccc(Cl)cc2)CC1,Ki,'=',nM,8.41,,,UO_0000065,18.97,0.4,3.66,20.23,0,CHEMBL4670397,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4665789,1,Scientific Literature,J Med Chem,2020,,TIME = 1.0 hr,AGONIST,,8.41,5HT1A,3.89
CHEMBL4751777,,,438.9,0.0,4.1,36,COc1ccccc1OCCNCC1(F)CCN(C(=O)c2ccc(F)c(Cl)c2)CC1,Ki,'=',nM,10.51,,,UO_0000065,23.95,0.48,6.41,20.69,0,CHEMBL4670397,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4665789,1,Scientific Literature,J Med Chem,2020,,TIME = 1.0 hr,AGONIST,,10.51,5HT1A,0.0309
CHEMBL4753394,,,455.36,0.0,4.61,41,COc1ccc(OCCNCC2(F)CCN(C(=O)c3ccc(Cl)c(Cl)c3)CC2)cc1,Ki,'=',nM,8.91,,,UO_0000065,19.57,0.41,4.3,17.54,0,CHEMBL4670397,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4665789,1,Scientific Literature,J Med Chem,2020,,TIME = 1.0 hr,AGONIST,,8.91,5HT1A,1.23
CHEMBL4781985,,,437.92,0.0,4.13,44,CNc1ccccc1OCCNCC1(F)CCN(C(=O)c2ccc(F)c(Cl)c2)CC1,Ki,'=',nM,9.93,,,UO_0000065,22.68,0.45,5.8,18.53,0,CHEMBL4670397,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4665789,1,Scientific Literature,J Med Chem,2020,,TIME = 1.0 hr,AGONIST,,9.93,5HT1A,0.1175
CHEMBL4760666,,,451.95,0.0,4.16,46,CN(C)c1cccc(OCCNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)c1,Ki,'=',nM,9.52,,,UO_0000065,21.06,0.42,5.36,21.25,0,CHEMBL4670397,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4665789,1,Scientific Literature,J Med Chem,2020,,TIME = 1.0 hr,AGONIST,,9.52,5HT1A,0.302
CHEMBL4755058,,,465.93,0.0,4.05,47,CC(=O)Nc1cccc(OCCNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)c1,Ki,'=',nM,10.08,,,UO_0000065,21.63,0.43,6.03,14.26,0,CHEMBL4670397,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4665789,1,Scientific Literature,J Med Chem,2020,,TIME = 1.0 hr,AGONIST,,10.08,5HT1A,0.08318
CHEMBL4756041,,,459.92,0.0,4.64,51,O=C(c1ccc(F)c(Cl)c1)N1CCC(F)(CNCCOc2cccc3cccnc23)CC1,Ki,'=',nM,10.22,,,UO_0000065,22.22,0.44,5.58,18.77,0,CHEMBL4670397,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4665789,1,Scientific Literature,J Med Chem,2020,,TIME = 1.0 hr,AGONIST,,10.22,5HT1A,0.06026
CHEMBL4743868,,,476.38,1.0,5.15,52,O=C(c1ccc(Cl)c(Cl)c1)N1CCC(F)(CNCCOc2cccc3cccnc23)CC1,Ki,'=',nM,9.37,,,UO_0000065,19.67,0.4,4.22,17.21,0,CHEMBL4670397,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4665789,1,Scientific Literature,J Med Chem,2020,,TIME = 1.0 hr,AGONIST,,9.37,5HT1A,0.4266
CHEMBL1824264,,,397.48,0.0,2.35,"(2R, 2S)-6, (R, S)-6",COc1ccc2nc(-c3ccc(OCC(O)CNC(C)C)cc3)n(C)c(=O)c2c1,Ki,'=',nM,5.26,,,UO_0000065,13.23,0.25,2.91,6.14,0,CHEMBL1827498,Displacement of [3H]-8-OH-DPAT from 5HT1A receptor after 1.5 hrs by liquid scintillation counting,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1821724,1,Scientific Literature,Bioorg Med Chem Lett,2011,,,,,5.5,5HT1A,5500.0
CHEMBL372743,,,491.6,0.0,3.81,22,CCc1c(C(=O)N2CCc3cc4ccnc(N5CCN(C)CC5)c4cc32)cnn1-c1ccc(C#N)cc1,Ki,'=',nM,8.9,,,UO_0000065,18.1,0.33,5.09,10.95,0,CHEMBL883690,Mean binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-5-HT or [3H]8-OH-DPAT as the radioligand,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142743,1,Scientific Literature,Bioorg Med Chem Lett,2005,,,,,8.9,5HT1A,1.259
CHEMBL129053,,,464.63,1.0,5.71,16,COc1cccc2sc([C@@H]3CCN(C[C@H](O)COc4cccc5[nH]c(C)cc45)[C@@H](C)C3)cc12,Ki,'=',nM,7.84,,,UO_0000065,16.88,0.32,2.13,13.59,1,CHEMBL866277,Displacement of [3H]8-OH-DPAT from 5HT1A receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146994,1,Scientific Literature,Bioorg Med Chem Lett,2006,,,,,14.35,5HT1A,14.35
CHEMBL76747,,,450.6,1.0,5.4,7,COc1cccc2sc([C@@H]3CCN(C[C@H](O)COc4cccc5[nH]ccc45)[C@@H](C)C3)cc12,Ki,'=',nM,8.44,,,UO_0000065,18.73,0.36,3.04,14.62,1,CHEMBL866277,Displacement of [3H]8-OH-DPAT from 5HT1A receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146994,1,Scientific Literature,Bioorg Med Chem Lett,2006,,,,,3.64,5HT1A,2.33
CHEMBL13647,BMY-7378,,385.51,0.0,2.53,5,COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1,Ki,'=',nM,9.34,,,UO_0000065,24.22,0.46,6.81,17.59,0,CHEMBL839580,Binding affinity for human 5-hydroxytryptamine 1A receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143615,1,Scientific Literature,J Med Chem,2005,,,,,0.46,5HT1A,0.3715
CHEMBL443567,,,484.39,0.0,3.81,24,O=c1[nH]c2[nH]c(-c3ccccc3Cl)cc2c(=O)n1CCN1CCN(c2ccccc2Cl)CC1,Ki,'=',nM,7.19,,,UO_0000065,14.84,0.3,3.38,9.32,0,CHEMBL864517,Binding affinity to 5HT1A,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148546,1,Scientific Literature,Bioorg Med Chem Lett,2006,,,,,64.9,5HT1A,64.9
CHEMBL28056,,,350.47,1.0,5.29,"(6aR,aR)-14",Cc1cccc(C#N)c1-c1cccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3,Ki,'=',nM,6.11,,,UO_0000065,17.43,0.31,0.82,22.6,0,CHEMBL615975,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134402,1,Scientific Literature,J Med Chem,2001,CHEMBL3308072,,,,778.0,5HT1A,142.0
CHEMBL98241,,,423.48,0.0,3.32,7,C[C@H](CN1CCN(c2cc(F)c(F)cc2F)CC1)N1C(=O)CC2(CCCC2)CC1=O,Ki,'=',nM,6.31,,,UO_0000065,14.9,0.29,2.99,14.39,0,CHEMBL615805,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor,B,BAO_0000219,cell-based format,,,,HeLa,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145103,1,Scientific Literature,J Med Chem,2003,CHEMBL3308376,,,,490.0,5HT1A,300.0
CHEMBL187928,,,651.73,2.0,7.32,3,O=C(/C=C/c1ccccc1)N(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)Cc1cccnc1,Ki,'=',nM,6.0,,,UO_0000065,11.16,0.2,-1.32,13.27,0,CHEMBL839740,Binding affinity towards human 5-hydroxytryptamine receptor 1A expressed in HEK 293 cells using the radioligand [3H]8-OH-DPAT,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142810,1,Scientific Literature,Bioorg Med Chem Lett,2005,CHEMBL3307715,,,,-6.0,5HT1A,1000.0
CHEMBL434355,,,534.7,2.0,6.34,4,CCN1[C@H](C)CN(c2cc3c(cc2OC)CCN3C(=O)c2ccc(-c3cccc(C)n3)c3ccccc23)C[C@@H]1C,Ki,'=',nM,6.3,,,UO_0000065,11.78,0.22,-0.04,12.88,0,CHEMBL872148,Binding affinity against cloned human 5-hydroxytryptamine 1A receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143456,1,Scientific Literature,Bioorg Med Chem Lett,2005,,,,,-6.3,5HT1A,501.19
CHEMBL423642,,,425.53,0.0,3.97,4,O=C(c1cccc(CN2CCN3c4ccccc4OCC3C2)c1)N1CCc2ccccc21,Ki,'=',nM,8.19,,,UO_0000065,19.24,0.35,4.22,22.73,0,CHEMBL616374,Compound was measured in vivo for its binding affinity at 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,B,BAO_0000218,organism-based format,,,,,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1129884,1,Scientific Literature,Bioorg Med Chem Lett,1997,,,,,6.5,5HT1A,6.5
CHEMBL4741978,,,584.79,2.0,5.31,48,C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1,Ki,'=',nM,6.17,,,UO_0000065,10.54,0.2,0.85,10.63,0,CHEMBL4711038,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in HEK293 cells incubated at room temperature for 1 hr by microbeta plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4706587,1,Scientific Literature,Eur J Med Chem,2020,,TIME = 1.0 hr,BINDING AGENT,,684.0,5HT1A,684.0
CHEMBL56,8-OH-DPAT,,247.38,0.0,3.37,8-OH-DP AT,CCCN(CCC)C1CCc2cccc(O)c2C1,Ki,'=',nM,8.68,,,UO_0000065,35.08,0.66,5.31,36.97,0,CHEMBL894058,Displacement of [3H]8-OH-DPAT from human recombinant 5HT1A receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148718,1,Scientific Literature,J Med Chem,2007,CHEMBL3307715,,,,2.1,5HT1A,0.17
CHEMBL1684125,,,606.82,2.0,5.65,(+/-)-11c,CCCN1CCc2cccc3c2C1Cc1cccc(OCCCn2cc(CCN4CCN(c5ccccc5OC)CC4)nn2)c1-3,Ki,'=',nM,8.12,,,UO_0000065,13.38,0.25,2.47,13.79,0,CHEMBL1686529,Displacement of [3H]8-OH-DPAT from 5-HT1A receptor expressed in CHO cells by liquid scintillation counter,B,BAO_0000219,cell-based format,,,,CHO,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1681760,1,Scientific Literature,Bioorg Med Chem,2011,CHEMBL3308072,,,,7.59,5HT1A,7.59
CHEMBL221692,ADOPRAZINE,2.0,405.47,0.0,3.98,"2, SLV313",Fc1ccc(-c2cncc(CN3CCN(c4cccc5c4OCCO5)CC3)c2)cc1,Ki,'=',nM,9.1,,,UO_0000065,22.44,0.41,5.12,24.06,0,CHEMBL895620,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148822,1,Scientific Literature,J Med Chem,2007,CHEMBL3308072,,,,-9.1,5HT1A,0.7943
CHEMBL2029921,,,401.51,0.0,4.09,7b,O=C(Nc1ccc(CCN2CCN(c3ccccc3)CC2)cc1)Nc1cccnc1,Ki,'=',nM,6.4,,,UO_0000065,15.94,0.29,2.31,10.58,0,CHEMBL2032827,Displacement of [3H]8OH-DPAT from human 5HT1A receptor expressed in CHO -K1 cell membrane after 60 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO.K1,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2029251,1,Scientific Literature,Bioorg Med Chem Lett,2012,,,,,397.9,5HT1A,397.9
CHEMBL2029925,,,400.53,0.0,3.63,11a,O=C(Cc1cccnc1)Nc1cccc(CCN2CCN(c3ccccc3)CC2)c1,Ki,'=',nM,8.86,,,UO_0000065,22.11,0.4,5.23,18.27,0,CHEMBL2032827,Displacement of [3H]8OH-DPAT from human 5HT1A receptor expressed in CHO -K1 cell membrane after 60 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO.K1,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2029251,1,Scientific Literature,Bioorg Med Chem Lett,2012,,,,,1.39,5HT1A,1.39
CHEMBL2029928,,,401.51,0.0,4.09,10b,O=C(Nc1cccc(CCN2CCN(c3ccccc3)CC2)c1)Nc1ccccn1,Ki,'=',nM,8.12,,,UO_0000065,20.23,0.37,4.03,13.43,0,CHEMBL2032827,Displacement of [3H]8OH-DPAT from human 5HT1A receptor expressed in CHO -K1 cell membrane after 60 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO.K1,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2029251,1,Scientific Literature,Bioorg Med Chem Lett,2012,,,,,7.53,5HT1A,7.53
CHEMBL2029931,,,266.39,0.0,3.05,13,c1ccc(CCN2CCN(c3ccccc3)CC2)cc1,Ki,'=',nM,7.37,,,UO_0000065,27.65,0.5,4.31,113.65,0,CHEMBL2032827,Displacement of [3H]8OH-DPAT from human 5HT1A receptor expressed in CHO -K1 cell membrane after 60 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO.K1,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2029251,1,Scientific Literature,Bioorg Med Chem Lett,2012,,,,,43.2,5HT1A,43.2
CHEMBL497963,,,453.61,0.0,4.25,2,Cc1ccc2c(OCCN3CCC(Cc4cccc(NS(C)(=O)=O)c4)CC3)cccc2n1,Ki,'=',nM,8.6,,,UO_0000065,18.96,0.37,4.35,12.02,1,CHEMBL1035839,Displacement of [125I]WAY100635 from human 5HT1A receptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1154538,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3308072,,,,8.6,5HT1A,2.512
CHEMBL25359,,,231.34,0.0,2.59,12a,CCCN1CCC2Cc3c(O)cccc3C[C@H]21,Ki,'=',nM,7.21,,,UO_0000065,31.16,0.58,4.62,30.71,0,CHEMBL615451,"Binding affinity against 5-hydroxytryptamine 1A receptor from bovine hippocampus, used [3H]8-OH-DPAT as radioligand",B,BAO_0000221,tissue-based format,,CHEMBL3638273,Hippocampus,,,,,,CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126679,1,Scientific Literature,J Med Chem,1993,,,,,62.0,5HT1A,62.0
