Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,Receptor,Standard Value
CHEMBL159143,,,280.44,0.0,2.89,5d,CN(C)CCSc1cccc(C2(O)CCCCC2)n1,Ki,'=',nM,8.14,,,UO_0000065,29.04,0.59,5.25,22.39,0,CHEMBL620825,Binding affinity towards human 5-hydroxytryptamine 7 receptor by the displacement of [3H]-5-HT radioligand from the cloned receptor expressed in CHO cells,B,BAO_0000219,cell-based format,,,,CHO,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1147426,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3308072,,,,7.2,5HT7,7.2
CHEMBL271253,,,294.13,0.0,3.5,7,CC1NC(NCC(F)F)=Nc2c(Cl)ccc(Cl)c21,Ki,'=',nM,6.44,,,UO_0000065,21.88,0.49,2.94,17.67,0,CHEMBL930056,Binding affinity to human 5HT7 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141640,1,Scientific Literature,Bioorg Med Chem Lett,2008,,,,,366.3,5HT7,366.3
CHEMBL392401,,,264.33,0.0,3.11,10,Oc1cccc(C2NCCc3c2[nH]c2ccccc32)c1,Ki,'=',nM,5.96,,,UO_0000065,22.54,0.41,2.85,12.4,0,CHEMBL886703,Displacement of [3H]5CT from 5HT7 receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,,,,HEK293,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139165,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3307715,,,,1.1,5HT7,1100.0
CHEMBL441356,,,354.43,0.0,3.23,5,COc1ccc2c(c1OC)C[N+]1(C)CCc3cc4c(cc3C1C2)OCO4,Ki,'=',nM,5.3,,,UO_0000065,14.96,0.28,2.07,14.36,0,CHEMBL886703,Displacement of [3H]5CT from 5HT7 receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,,,,HEK293,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139165,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3307715,,,,5.0,5HT7,5000.0
CHEMBL182943,,,352.41,0.0,4.28,11,C[C@H](Nc1cc(NCCOc2ccc(F)cc2)ncn1)c1ccccc1,Ki,'=',nM,8.3,,,UO_0000065,23.56,0.44,4.02,14.05,0,CHEMBL839517,Binding affinity against 5-Hydroxy tryptamine 7 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138823,1,Scientific Literature,Bioorg Med Chem Lett,2004,,,,,5.0,5HT7,5.0
CHEMBL182071,,,352.41,0.0,4.28,(+/-)-13,CC(Nc1nccc(NCCOc2ccc(F)cc2)n1)c1ccccc1,Ki,'=',nM,9.0,,,UO_0000065,25.54,0.47,4.72,15.24,0,CHEMBL839517,Binding affinity against 5-Hydroxy tryptamine 7 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138823,1,Scientific Literature,Bioorg Med Chem Lett,2004,,,,,1.0,5HT7,1.0
CHEMBL182937,,,386.41,0.0,3.4,17,C[C@H](Nc1nc(N)nc(NCCOc2ccc(F)cc2)n1)c1ccc(F)cc1,Ki,'=',nM,8.7,,,UO_0000065,22.51,0.42,5.3,8.88,0,CHEMBL828254,Binding affinity against 5-Hydroxy tryptamine 7 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137159,1,Scientific Literature,Bioorg Med Chem Lett,2004,,,,,2.0,5HT7,2.0
CHEMBL30713,,,174.25,0.0,2.06,"17, AMT, alpha-MT",CC(N)Cc1c[nH]c2ccccc12,Ki,'=',nM,6.99,,,UO_0000065,40.11,0.73,4.93,16.72,0,CHEMBL2396014,Displacement of [3H]LSD from human recombinant 5-HT7 receptor expressed in HEK293 cells after 1 to 1.5 hrs by scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2390840,1,Scientific Literature,Bioorg Med Chem Lett,2013,CHEMBL3307715,,,,6.99,5HT7,102.33
CHEMBL2431120,,,420.51,0.0,3.86,"32, ML314",COc1cc2nc(C3CC3)nc(N3CCN(c4ccccc4OC)CC3)c2cc1OC,Ki,'=',nM,6.03,,,UO_0000065,14.34,0.27,2.17,10.06,0,CHEMBL2433832,Binding affinity to 5-HT7 receptor (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2429761,1,Scientific Literature,ACS Med Chem Lett,2013,,,,,0.93,5HT7,930.0
CHEMBL380511,,,377.47,0.0,4.29,12c,CC(C)(CCCN1CCCC(C(F)(F)F)C1)S(=O)(=O)c1ccccc1,Ki,'=',nM,7.27,,,UO_0000065,19.25,0.4,2.98,19.44,0,CHEMBL865587,Displacement of [3H]5-HT from the cloned human 5-HT7 receptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139656,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308072,,,,54.0,5HT7,54.0
CHEMBL273246,,,414.55,0.0,4.08,5,N#Cc1ccccc1N1CCN(CCCCC23CCCc4cccc(c42)NC3=O)CC1,Ki,'=',nM,8.42,,,UO_0000065,20.31,0.37,4.34,14.18,0,CHEMBL619897,Compound was evaluated for its ability to displace [3H]5-CT binding from cloned human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells.,B,BAO_0000219,cell-based format,,,,COS-7,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132576,1,Scientific Literature,J Med Chem,1999,CHEMBL3307648,,,,-8.42,5HT7,3.802
CHEMBL5400876,,,338.48,0.0,3.45,16f; CAB-01-019,c1ccc(N2CCN(CCCc3nc4ccccc4s3)CC2)nc1,Ki,'=',nM,6.97,,,UO_0000065,20.59,0.4,3.52,21.61,0,CHEMBL5325019,Binding affinity to 5-HT7 (unknown origin) assessed as inhibition constant,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5321291,1,Scientific Literature,J Med Chem,2023,,,INHIBITOR,,107.0,5HT7,107.0
CHEMBL3331264,,,381.55,0.0,4.06,28,O=c1sc2ccccc2n1CCCCCN1CCN(c2ccccc2)CC1,Ki,'=',nM,7.7,,,UO_0000065,20.18,0.39,3.64,27.03,0,CHEMBL3367561,Displacement of [3H]5-HT from human 5HT7 receptor transfected in CFO-K1 cells after 30 mins by liquid scintillation spectrometry,B,BAO_0000219,cell-based format,Homo sapiens,,,CFO-K1,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351620,1,Scientific Literature,Eur J Med Chem,2014,,,,,20.0,5HT7,20.0
CHEMBL5207529,,,409.31,0.0,4.08,106,COc1cc(OC)c(C2NCCc3c2[nH]c2ccc(Cl)cc32)cc1OC,Ki,'=',nM,8.6,,,UO_0000065,23.07,0.45,4.52,15.5,0,CHEMBL5135850,Binding affinity to 5HT7 receptor (unknown origin) assessed as inhibition constant,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5131517,1,Scientific Literature,ACS Med Chem Lett,2022,,,AGONIST,,2.5,5HT7,2.5
CHEMBL1631545,,,397.53,0.0,4.09,41,Cc1ccc2c(N3CCN(CCc4cccc(-n5cccn5)c4)CC3)cccc2n1,Ki,'=',nM,6.9,,,UO_0000065,17.36,0.31,2.81,18.55,0,CHEMBL1635454,Binding affinity to human recombinant 5-HT7 receptor by radioligand displacement assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1629528,1,Scientific Literature,J Med Chem,2010,,,,,6.9,5HT7,125.89
CHEMBL3216277,,,557.35,0.0,4.2,35,O=c1c2cnc3ccccc3c2ncn1CCCCN1CCN(c2ccccc2Cl)CC1,Ki,'=',nM,6.82,,,UO_0000065,15.21,0.29,2.62,12.56,0,CHEMBL1817054,Displacement of [3H]-5-CT from human 5-HT7b receptor expressed in HEK293 cells by radioligand binding assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1811770,1,Scientific Literature,Eur J Med Chem,2011,CHEMBL3307715,,,,153.0,5HT7,153.0
CHEMBL185384,,,318.42,0.0,4.3,14,C[C@H](Nc1ccnc(NCCc2ccccc2)n1)c1ccccc1,Ki,'=',nM,9.22,,,UO_0000065,28.96,0.52,4.92,18.5,0,CHEMBL839517,Binding affinity against 5-Hydroxy tryptamine 7 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138823,1,Scientific Literature,Bioorg Med Chem Lett,2004,,,,,0.6,5HT7,0.6
CHEMBL182121,,,348.45,0.0,3.67,(+/-)-8,CC(Nc1nc(N)nc(NCCCc2ccccc2)n1)c1ccccc1,Ki,'=',nM,7.22,,,UO_0000065,20.73,0.38,3.55,8.14,0,CHEMBL828254,Binding affinity against 5-Hydroxy tryptamine 7 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137159,1,Scientific Literature,Bioorg Med Chem Lett,2004,,,,,60.0,5HT7,60.0
CHEMBL2113386,,,495.39,0.0,4.01,(R)-15e,O=S(=O)(Cc1ccccc1I)Nc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1,Ki,'=',nM,6.48,,,UO_0000065,13.09,0.33,2.47,8.76,0,CHEMBL828998,Inhibition of [3H]-LSD binding to 5-hydroxytryptamine 7 receptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141169,1,Scientific Literature,J Med Chem,2005,CHEMBL3308072,,,,329.0,5HT7,329.0
CHEMBL187928,,,651.73,2.0,7.32,3,O=C(/C=C/c1ccccc1)N(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)Cc1cccnc1,Ki,'=',nM,5.9,,,UO_0000065,10.97,0.2,-1.42,13.04,0,CHEMBL839732,Binding affinity towards human 5-hydroxytryptamine receptor 7 expressed in HEK 293 cells using the radioligand [3H]5-CT,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142810,1,Scientific Literature,Bioorg Med Chem Lett,2005,CHEMBL3307715,,,,-5.9,5HT7,1258.93
CHEMBL259010,,,429.97,1.0,5.07,1i,CCC1(CCCCN2CCN(c3ccc(Cl)cc3)CC2)C(=O)Nc2ccc(F)cc21,Ki,'=',nM,8.55,,,UO_0000065,19.89,0.39,3.48,24.03,1,CHEMBL1837760,Displacement of [3H]CT from human 5-HT7 receptor expressed in CHO cells by scintillation spectrometry,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1833955,1,Scientific Literature,J Med Chem,2011,CHEMBL3308072,,,,2.81,5HT7,2.81
CHEMBL408976,,,411.98,0.0,4.93,1d,CCC1(CCCCN2CCN(c3cccc(Cl)c3)CC2)C(=O)Nc2ccccc21,Ki,'=',nM,9.4,,,UO_0000065,22.81,0.44,4.47,26.41,1,CHEMBL1837760,Displacement of [3H]CT from human 5-HT7 receptor expressed in CHO cells by scintillation spectrometry,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1833955,1,Scientific Literature,J Med Chem,2011,CHEMBL3308072,,,,0.4,5HT7,0.4
CHEMBL185437,,,336.41,0.0,4.44,(+/-)-15,CC(Nc1ccnc(NCCc2ccc(F)cc2)n1)c1ccccc1,Ki,'=',nM,8.22,,,UO_0000065,24.44,0.45,3.78,16.5,0,CHEMBL839517,Binding affinity against 5-Hydroxy tryptamine 7 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138823,1,Scientific Literature,Bioorg Med Chem Lett,2004,,,,,6.0,5HT7,6.0
CHEMBL181950,,,317.44,0.0,4.91,18,C[C@H](Nc1cc(NCCc2ccccc2)ccn1)c1ccccc1,Ki,'=',nM,8.52,,,UO_0000065,26.85,0.48,3.61,23.07,0,CHEMBL839517,Binding affinity against 5-Hydroxy tryptamine 7 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138823,1,Scientific Literature,Bioorg Med Chem Lett,2004,,,,,3.0,5HT7,3.0
CHEMBL182356,,,317.44,0.0,4.91,22,C[C@H](Nc1cncc(NCCc2ccccc2)c1)c1ccccc1,Ki,'=',nM,7.89,,,UO_0000065,24.84,0.45,2.98,21.34,0,CHEMBL839517,Binding affinity against 5-Hydroxy tryptamine 7 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3155,Serotonin 7 (5-HT7) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138823,1,Scientific Literature,Bioorg Med Chem Lett,2004,,,,,13.0,5HT7,13.0
