Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,Receptor,Standard Value
CHEMBL85,RISPERIDONE,4.0,410.49,0.0,3.59,Risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Ki,'=',nM,9.54,,,UO_0000065,23.23,0.43,5.95,14.87,0,CHEMBL992750,Binding affinity to human cloned 5HT2A receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1155799,1,Scientific Literature,Bioorg Med Chem,2008.0,,,,,0.29,5HT2A,0.099
CHEMBL150161,,,361.84,0.0,4.04,(-)-8,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)C1)c1ccc(F)cc1,Ki,'=',nM,6.62,,,UO_0000065,18.29,0.36,2.58,16.32,1,CHEMBL992750,Binding affinity to human cloned 5HT2A receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1155799,1,Scientific Literature,Bioorg Med Chem,2008.0,,,,,241.5,5HT2A,75.8
CHEMBL3233409,,,381.5,0.0,3.72,41,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCOc3ccc(F)cc3)CC[C@@H]12,Ki,'=',nM,8.62,,,UO_0000065,22.59,0.42,4.9,45.49,0,CHEMBL3243814,Displacement of [125]DOI from human recombinant full length 5HT2A receptor expressed in HEK293E cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293E,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3232708,1,Scientific Literature,J Med Chem,2014.0,,,,,2.4,5HT2A,2.4
CHEMBL21369,,,388.31,0.0,3.76,13,Cc1cc(C(=O)Nc2cccc(N3CCN(C)CC3)c2)ccc1Br,Ki,'=',nM,6.5,,,UO_0000065,16.74,0.37,2.74,18.27,0,CHEMBL616888,Binding affinity for human 5-hydroxytryptamine 2A receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131324,1,Scientific Literature,J Med Chem,1998.0,,,,,6.5,5HT2A,316.23
CHEMBL440389,,,420.58,0.0,4.42,4h,Cc1ccc(CCN2CCN(c3nsc4ccccc34)CC2)c2c1C(C)CC(=O)N2,Ki,'=',nM,9.89,,,UO_0000065,23.51,0.45,5.47,20.4,0,CHEMBL872403,Binding affinity for 5-hydroxytryptamine 2A receptor expressed in 3T3 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,NIH3T3,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140391,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,CHEMBL3307716,,,,0.13,5HT2A,0.13
CHEMBL198599,,,404.51,0.0,3.95,4j,Cc1cc(CCN2CCN(c3noc4ccccc34)CC2)c2c(c1)C(C)CC(=O)N2,Ki,'=',nM,9.55,,,UO_0000065,23.62,0.43,5.6,15.51,0,CHEMBL872403,Binding affinity for 5-hydroxytryptamine 2A receptor expressed in 3T3 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,NIH3T3,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140391,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,CHEMBL3307716,,,,0.28,5HT2A,0.28
CHEMBL369913,,,434.61,0.0,4.52,6b,CC(=O)N1CCC(C)c2cccc(CCN3CCN(c4nsc5ccccc45)CC3)c21,Ki,'=',nM,9.52,,,UO_0000065,21.91,0.42,5.0,24.0,0,CHEMBL872403,Binding affinity for 5-hydroxytryptamine 2A receptor expressed in 3T3 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,NIH3T3,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140391,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,CHEMBL3307716,,,,0.3,5HT2A,0.3
CHEMBL197990,,,448.64,0.0,4.83,6k,CC(=O)N1CCC(C)c2c(C)ccc(CCN3CCN(c4nsc5ccccc45)CC3)c21,Ki,'=',nM,9.12,,,UO_0000065,20.34,0.39,4.29,23.0,0,CHEMBL872403,Binding affinity for 5-hydroxytryptamine 2A receptor expressed in 3T3 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,NIH3T3,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140391,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,CHEMBL3307716,,,,0.75,5HT2A,0.75
CHEMBL351247,,,411.55,0.0,4.15,(-)22,Nc1cc(F)ccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCS3,Ki,'=',nM,8.82,,,UO_0000065,21.44,0.42,4.67,17.8,0,CHEMBL617346,Binding affinity towards 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1144968,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,,,1.5,5HT2A,1.5
CHEMBL4741978,,,584.79,2.0,5.31,48,C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1,Ki,'=',nM,6.38,,,UO_0000065,10.9,0.21,1.07,10.99,0,CHEMBL4711039,Displacement of [3H]-Ketanserin from human 5HT2A receptor expressed in CHOK1 cells incubated at 27 degree C for 1 hr by microbeta plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4706587,1,Scientific Literature,Eur J Med Chem,2020.0,,TIME = 1.0 hr,BINDING AGENT,,420.0,5HT2A,420.0
CHEMBL58845,,,295.39,0.0,3.09,36,COc1ccc2[nH]cc(CCNCc3ccc(N)cc3)c2c1,Ki,'=',nM,6.32,,,UO_0000065,21.41,0.39,3.23,10.03,0,CHEMBL617385,Affinity against 5-hydroxytryptamine 2A receptor (K) labeled with [3H]ketanserin.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127846,1,Scientific Literature,J Med Chem,1994.0,,,,,475.0,5HT2A,105.0
CHEMBL165897,,,407.53,0.0,4.39,(-)-26,Nc1cc(F)ccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCCC3,Ki,'=',nM,9.05,,,UO_0000065,22.2,0.41,4.66,18.25,0,CHEMBL617346,Binding affinity towards 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1144968,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,,,0.9,5HT2A,0.9
CHEMBL2037431,,,385.96,1.0,5.09,8,Clc1ccc(N2CCN(CCCCc3nc4ccccc4s3)CC2)cc1,Ki,'=',nM,6.88,,,UO_0000065,17.82,0.36,1.79,35.52,0,CHEMBL2037808,Displacement of [3H]Ketanserin from human 5HT2A receptor by liquid scintillation counting,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2034919,1,Scientific Literature,Eur J Med Chem,2012.0,,,,,132.0,5HT2A,132.0
CHEMBL2037529,,,381.51,0.0,3.26,21,O=C(CCCCN1CCN(c2ncccn2)CC1)c1nc2ccccc2s1,Ki,'=',nM,5.16,,,UO_0000065,13.51,0.26,1.9,8.29,0,CHEMBL2037808,Displacement of [3H]Ketanserin from human 5HT2A receptor by liquid scintillation counting,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2034919,1,Scientific Literature,Eur J Med Chem,2012.0,,,,,6982.0,5HT2A,6982.0
CHEMBL2037530,,,379.53,0.0,4.47,22,O=C(CCCCN1CCN(c2ccccc2)CC1)c1nc2ccccc2s1,Ki,'=',nM,6.69,,,UO_0000065,17.63,0.34,2.22,18.36,0,CHEMBL2037808,Displacement of [3H]Ketanserin from human 5HT2A receptor by liquid scintillation counting,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2034919,1,Scientific Literature,Eur J Med Chem,2012.0,,,,,204.0,5HT2A,204.0
CHEMBL299044,,,328.25,0.0,3.49,14,COc1cc(CCN2CCCCC2)c(OC)cc1Br,Ki,'=',nM,6.05,,,UO_0000065,18.43,0.43,2.56,27.87,0,CHEMBL617385,Affinity against 5-hydroxytryptamine 2A receptor (K) labeled with [3H]ketanserin.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127846,1,Scientific Literature,J Med Chem,1994.0,,,,,895.0,5HT2A,154.0
CHEMBL350567,,,392.57,0.0,4.82,2,O=C(CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3)c1ccccc1,Ki,'=',nM,8.57,,,UO_0000065,21.83,0.42,3.75,36.38,0,CHEMBL617346,Binding affinity towards 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1144968,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,,,2.7,5HT2A,2.7
CHEMBL263881,LYSERGIDE,2.0,323.44,0.0,2.91,LSD,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,Ki,'=',nM,8.59,,,UO_0000065,26.54,0.49,5.68,21.82,0,CHEMBL956488,Displacement of [3H]ketanserin from human 5HT2A receptor expressed in human A549 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1150367,1,Scientific Literature,Bioorg Med Chem,2008.0,CHEMBL3307651,,,,2.6,5HT2A,2.6
CHEMBL232047,,,451.54,0.0,4.6,18,COc1ccc(N2Cc3c(c4ccc(F)cc4n3C)C2=O)cc1OCCN1CCC(C)CC1,Ki,'=',nM,6.6,,,UO_0000065,14.62,0.27,2.0,14.06,0,CHEMBL889893,Displacement of [3H]ketanserin from human 5HT2A receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146275,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,CHEMBL3307715,,,,-6.6,5HT2A,251.19
CHEMBL395098,,,451.54,0.0,4.6,17,COc1ccc(N2Cc3c(c4cccc(F)c4n3C)C2=O)cc1OCCN1CCC(C)CC1,Ki,'=',nM,6.6,,,UO_0000065,14.62,0.27,2.0,14.06,0,CHEMBL889893,Displacement of [3H]ketanserin from human 5HT2A receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146275,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,CHEMBL3307715,,,,-6.6,5HT2A,251.19
CHEMBL232045,,,468.0,1.0,5.11,15,COc1ccc(N2Cc3c(c4ccc(Cl)cc4n3C)C2=O)cc1OCCN1CCC(C)CC1,Ki,'=',nM,6.6,,,UO_0000065,14.1,0.27,1.49,14.06,0,CHEMBL889893,Displacement of [3H]ketanserin from human 5HT2A receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146275,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,CHEMBL3307715,,,,-6.6,5HT2A,251.19
CHEMBL231833,,,449.55,0.0,4.22,14,COc1ccc2c(c1)c1c(n2C)CN(c2ccc(OC)c(OCCN3CCCCC3)c2)C1=O,Ki,'=',nM,6.0,,,UO_0000065,13.35,0.25,1.78,10.68,0,CHEMBL889893,Displacement of [3H]ketanserin from human 5HT2A receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146275,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,CHEMBL3307715,,,,-6.0,5HT2A,1000.0
CHEMBL233442,,,422.55,0.0,4.94,23,COc1ccc(N2Cc3sc4ccccc4c3C2=O)cc1OCCN1CCCCC1,Ki,'=',nM,6.4,,,UO_0000065,15.15,0.29,1.46,15.23,0,CHEMBL889893,Displacement of [3H]ketanserin from human 5HT2A receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146275,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,CHEMBL3307715,,,,-6.4,5HT2A,398.11
CHEMBL158973,,,161.31,0.0,2.08,5e,CN(C)CCSC(C)(C)C,Ki,'=',nM,7.0,,,UO_0000065,43.39,0.96,4.92,216.05,0,CHEMBL617081,Binding affinity towards human 5-hydroxytryptamine 2A receptor by the displacement of [3H]ketanserin radioligand from the cloned receptor expressed in CHO cells,B,BAO_0000219,cell-based format,,,,CHO,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1147426,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,CHEMBL3308072,,,,100.0,5HT2A,100.0
CHEMBL154244,,,381.48,0.0,2.67,(+/-)-9b,COc1cc2c(cc1OC)C(=O)CC(CN1CCN(c3ccccn3)CC1)C2,Ki,'=',nM,6.18,,,UO_0000065,16.2,0.3,3.51,11.26,0,CHEMBL617352,Binding affinity towards serotonin 5-hydroxytryptamine 2A receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149215,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,,,,,-6.18,5HT2A,660.69
CHEMBL176109,,,438.52,0.0,3.95,3g,O=S(=O)(c1ccc(N2CCC2)cc1)C1(F)CCN(CCc2ccc(F)cc2F)CC1,Ki,'=',nM,9.0,,,UO_0000065,20.52,0.41,5.05,22.16,0,CHEMBL828082,Binding affinity against human 5-hydroxytryptamine 2A receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142766,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,1.0,5HT2A,1.0
CHEMBL408155,,,285.37,0.0,3.23,18c,CC(C)(C)c1nc2c(c(-c3ccc(F)cc3)n1)CNCC2,Ki,'=',nM,8.3,,,UO_0000065,29.09,0.54,5.07,21.95,0,CHEMBL934032,Displacement of [3H]ketanserin from human recombinant 5HT2A receptor expressed in mouse NIH3T3 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,NIH3T3,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141597,1,Scientific Literature,Bioorg Med Chem Lett,2008.0,CHEMBL3307716,,,,5.0,5HT2A,5.0
CHEMBL271212,,,297.38,0.0,3.59,18b,Fc1ccc(-c2nc(C3CCCC3)nc3c2CNCC3)cc1,Ki,'=',nM,8.66,,,UO_0000065,29.11,0.54,5.07,22.9,0,CHEMBL934032,Displacement of [3H]ketanserin from human recombinant 5HT2A receptor expressed in mouse NIH3T3 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,NIH3T3,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141597,1,Scientific Literature,Bioorg Med Chem Lett,2008.0,CHEMBL3307716,,,,2.2,5HT2A,2.2
CHEMBL271418,,,383.42,0.0,4.44,35j,FC(F)(F)c1ccc(-c2nc(Cc3ccccc3)nc3c2CCNCC3)cc1,Ki,'=',nM,9.1,,,UO_0000065,23.73,0.44,4.66,24.06,0,CHEMBL934032,Displacement of [3H]ketanserin from human recombinant 5HT2A receptor expressed in mouse NIH3T3 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,NIH3T3,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141597,1,Scientific Literature,Bioorg Med Chem Lett,2008.0,CHEMBL3307716,,,,0.8,5HT2A,0.8
CHEMBL310844,,,316.81,0.0,3.87,22f,Fc1ccccc1-c1cc(Cl)cc2c1N1CCNCCC1C2,Ki,'=',nM,6.85,,,UO_0000065,21.62,0.43,2.98,44.86,0,CHEMBL617078,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136110,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,,,141.0,5HT2A,141.0
CHEMBL306540,,,188.27,0.0,1.41,9,c1ccc2c(c1)CC1CCNCCN21,Ki,'=',nM,6.09,,,UO_0000065,32.37,0.59,4.68,39.91,0,CHEMBL617078,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136110,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,,,805.0,5HT2A,805.0
CHEMBL3402656,,,293.88,0.0,4.23,(-)-5l,CN(C)[C@@H]1Cc2ccccc2[C@@H](C2CCCCC2)C1,Ki,'=',nM,7.7,,,UO_0000065,29.91,0.55,3.47,237.62,0,CHEMBL3406942,Displacement of [3H]Ketanserin from human 5-HT2A receptor expressed in HEK293 cells by scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3400036,1,Scientific Literature,Bioorg Med Chem,2015.0,CHEMBL3307715,,,,20.0,5HT2A,20.0
CHEMBL178803,BLONANSERIN,4.0,367.51,0.0,4.69,AD5423f,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,Ki,'=',nM,9.09,,,UO_0000065,24.74,0.46,4.4,46.94,0,CHEMBL827197,In vitro binding affinity against recombinant human 5-hydroxytryptamine 2A receptor in human liver microsomes,B,BAO_0000251,microsome format,Homo sapiens,CHEMBL3559723,Liver,,Microsome,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141892,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,0.81,5HT2A,0.81
