Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,Receptor,Standard Value
CHEMBL3289971,,,452.94,0.0,3.11,31,O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(F)c(Cl)c1,Ki,'=',nM,6.48,,,UO_0000065,14.31,0.3,3.37,8.24,0,CHEMBL3297241,Displacement of [3H]LSDm from human recombinant 5-HT6 receptor expressed in HEK293 cell membrane after 60 mins by liquid scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3286108,1,Scientific Literature,J Med Chem,2014.0,CHEMBL3307715,,,,330.0,5HT6,330.0
CHEMBL1834227,,,356.88,0.0,2.71,7,CCCN/C(=N\S(=O)(=O)c1cccc(Cl)c1)N1CC(CC)C=N1,Ki,'=',nM,7.84,,,UO_0000065,21.96,0.47,5.13,10.57,0,CHEMBL1839301,Displacement of [3H]-methyllysergic acid diethylamide from human 5-HT6 receptor expressed in CHO cells after 30 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1833864,1,Scientific Literature,J Med Chem,2011.0,CHEMBL3308072,,,,14.6,5HT6,14.6
CHEMBL1834229,,,314.8,0.0,1.67,9,CCC1C=NN(/C(N)=N/S(=O)(=O)c2cccc(Cl)c2)C1,Ki,'=',nM,7.62,,,UO_0000065,24.19,0.52,5.95,8.64,0,CHEMBL1839301,Displacement of [3H]-methyllysergic acid diethylamide from human 5-HT6 receptor expressed in CHO cells after 30 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1833864,1,Scientific Literature,J Med Chem,2011.0,CHEMBL3308072,,,,24.2,5HT6,24.2
CHEMBL1834350,,,383.91,0.0,1.67,47,CCN/C(=N\S(=O)(=O)c1cccc(Cl)c1)N1CC2(C=N1)CCNCC2,Ki,'=',nM,8.14,,,UO_0000065,21.21,0.44,6.47,9.45,0,CHEMBL1839301,Displacement of [3H]-methyllysergic acid diethylamide from human 5-HT6 receptor expressed in CHO cells after 30 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1833864,1,Scientific Literature,J Med Chem,2011.0,CHEMBL3308072,,,,7.2,5HT6,7.2
CHEMBL1834226,,,342.85,0.0,2.32,6,CCN/C(=N\S(=O)(=O)c1cccc(Cl)c1)N1CC(CC)C=N1,Ki,'=',nM,8.1,,,UO_0000065,23.63,0.5,5.78,10.93,0,CHEMBL1839301,Displacement of [3H]-methyllysergic acid diethylamide from human 5-HT6 receptor expressed in CHO cells after 30 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1833864,1,Scientific Literature,J Med Chem,2011.0,CHEMBL3308072,,,,7.9,5HT6,2.8
CHEMBL1834230,,,328.83,0.0,1.93,10,CCN/C(=N\S(=O)(=O)c1cccc(Cl)c1)N1CC(C)C=N1,Ki,'=',nM,8.1,,,UO_0000065,24.62,0.53,6.17,10.92,0,CHEMBL1839301,Displacement of [3H]-methyllysergic acid diethylamide from human 5-HT6 receptor expressed in CHO cells after 30 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1833864,1,Scientific Literature,J Med Chem,2011.0,CHEMBL3308072,,,,8.0,5HT6,8.0
CHEMBL411663,,,367.47,0.0,3.85,12e,O=C1Nc2ccc(F)cc2C1CCCCN1CCN(c2ccccc2)CC1,Ki,'=',nM,5.75,,,UO_0000065,15.63,0.29,1.89,16.15,0,CHEMBL927097,Inhibition of 5HT6 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1144747,1,Scientific Literature,J Med Chem,2008.0,,,,,1800.0,5HT6,1800.0
CHEMBL260994,,,383.92,0.0,4.37,12d,O=C1Nc2ccccc2C1CCCCN1CCN(c2ccc(Cl)cc2)CC1,Ki,'=',nM,6.24,,,UO_0000065,16.24,0.32,1.87,17.53,0,CHEMBL927097,Inhibition of 5HT6 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1144747,1,Scientific Literature,J Med Chem,2008.0,,,,,580.0,5HT6,580.0
CHEMBL1834334,,,377.3,0.0,2.98,29,CCN/C(=N\S(=O)(=O)c1cc(Cl)cc(Cl)c1)N1CC(CC)C=N1,Ki,'=',nM,7.66,,,UO_0000065,20.3,0.45,4.68,10.33,0,CHEMBL1839301,Displacement of [3H]-methyllysergic acid diethylamide from human 5-HT6 receptor expressed in CHO cells after 30 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1833864,1,Scientific Literature,J Med Chem,2011.0,CHEMBL3308072,,,,21.9,5HT6,21.9
CHEMBL175835,,,427.96,0.0,4.88,19e,CN(C)CCc1c[nH]c2ccc(NS(=O)(=O)c3ccc4c(Cl)cccc4c3)cc12,Ki,'=',nM,9.7,,,UO_0000065,22.66,0.46,4.82,14.88,0,CHEMBL826384,Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145196,1,Scientific Literature,J Med Chem,2005.0,CHEMBL3307715,,,,0.2,5HT6,0.2
CHEMBL370779,,,341.44,0.0,2.29,6,O=S(=O)(c1ccccc1)n1ccc2c(N3CCNCC3)cccc21,Ki,'=',nM,9.5,,,UO_0000065,27.82,0.54,7.21,17.48,0,CHEMBL872163,Displacement of [3H]LSD from human 5-hydroxytryptamine 6 receptor expressed in HeLa cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HeLa,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143480,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,CHEMBL3308376,,,,-9.5,5HT6,0.3
CHEMBL183757,,,442.49,0.0,3.08,1f,O=S(=O)(c1ccccc1)c1ccc(N2CCNCC2)c2ccccc12,Ki,'=',nM,8.42,,,UO_0000065,23.89,0.46,5.34,17.04,0,CHEMBL838622,Binding affinity against 5 Hydroxy tryptamine 6 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142049,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,3.8,5HT6,3.8
CHEMBL9666,,,192.26,0.0,1.1,3,COc1ccccc1N1CCNCC1,Ki,'=',nM,8.92,,,UO_0000065,46.4,0.87,7.82,36.41,0,CHEMBL838622,Binding affinity against 5 Hydroxy tryptamine 6 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142049,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,1.2,5HT6,1.2
CHEMBL175884,,,474.05,1.0,5.78,19r,Cc1c(S(=O)(=O)Nc2ccc3[nH]cc(CCN4CCCC4)c3c2)sc2ccc(Cl)cc12,Ki,'=',nM,8.4,,,UO_0000065,17.72,0.37,2.62,12.88,0,CHEMBL826384,Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145196,1,Scientific Literature,J Med Chem,2005.0,CHEMBL3307715,,,,4.0,5HT6,4.0
CHEMBL362063,,,474.05,1.0,5.95,20a,Cc1c(S(=O)(=O)Nc2ccc3[nH]cc(C4CCN(C)CC4)c3c2)sc2ccc(Cl)cc12,Ki,'=',nM,9.0,,,UO_0000065,18.99,0.4,3.05,13.8,0,CHEMBL826384,Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145196,1,Scientific Literature,J Med Chem,2005.0,CHEMBL3307715,,,,1.0,5HT6,1.0
CHEMBL1112,ARIPIPRAZOLE,4.0,448.39,0.0,4.86,Aripiprazole,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,Ki,'=',nM,6.7,,,UO_0000065,14.94,0.31,1.84,14.95,0,CHEMBL895624,Displacement of [3H]LSD from human 5HT6 receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148822,1,Scientific Literature,J Med Chem,2007.0,CHEMBL3307715,,,,-6.7,5HT6,89.0
CHEMBL1642417,,,411.57,0.0,4.14,7f,CCN1CCN(c2cn(S(=O)(=O)c3ccc(C(C)C)cc3)c3ccccc23)CC1,Ki,'=',nM,8.07,,,UO_0000065,19.6,0.38,3.93,17.71,0,CHEMBL1647453,Displacement of [3H]LSD from human cloned 5HT6 receptor expressed in human HeLa cells by glass fiber filtration assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HeLa,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1641587,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,CHEMBL3308376,,,,8.6,5HT6,8.6
CHEMBL1642421,,,476.44,0.0,4.52,7j,CC(C)c1ccc(S(=O)(=O)n2cc(N3CCN(C)CC3)c3cc(Br)ccc32)cc1,Ki,'=',nM,7.63,,,UO_0000065,16.02,0.36,3.11,16.76,0,CHEMBL1647453,Displacement of [3H]LSD from human cloned 5HT6 receptor expressed in human HeLa cells by glass fiber filtration assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HeLa,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1641587,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,CHEMBL3308376,,,,23.2,5HT6,23.2
CHEMBL1642426,,,446.02,0.0,4.8,7o,CCN1CCN(c2cn(S(=O)(=O)c3ccc(C(C)C)cc3)c3ccc(Cl)cc23)CC1,Ki,'=',nM,7.52,,,UO_0000065,16.85,0.34,2.72,16.5,0,CHEMBL1647453,Displacement of [3H]LSD from human cloned 5HT6 receptor expressed in human HeLa cells by glass fiber filtration assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HeLa,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1641587,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,CHEMBL3308376,,,,30.5,5HT6,30.5
CHEMBL1642427,,,433.96,0.0,3.68,7p,CCN1CCN(c2cn(S(=O)(=O)c3ccc(OC)cc3)c3cc(Cl)ccc23)CC1,Ki,'=',nM,7.08,,,UO_0000065,16.33,0.33,3.4,12.93,0,CHEMBL1647453,Displacement of [3H]LSD from human cloned 5HT6 receptor expressed in human HeLa cells by glass fiber filtration assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HeLa,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1641587,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,CHEMBL3308376,,,,82.3,5HT6,82.3
CHEMBL105261,,,286.38,0.0,2.72,3w,CCC(=O)Nc1ccc2[nH]cc(C3CCN(C)CC3)c2n1,Ki,'=',nM,5.95,,,UO_0000065,20.78,0.39,3.23,9.75,0,CHEMBL618240,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 6 receptor,B,BAO_0000019,assay format,,,,,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145835,1,Scientific Literature,J Med Chem,2003.0,,,,,1120.0,5HT6,1120.0
CHEMBL317535,,,260.34,0.0,2.45,42,CCOC(=O)c1[nH]c2ccccc2c1CCN(C)C,Ki,'=',nM,7.7,,,UO_0000065,29.57,0.55,5.25,16.98,0,CHEMBL618094,Binding affinity as displacement of [3H]5-HT binding to 5-hydroxytryptamine 6 receptor in HeLa cells.,B,BAO_0000219,cell-based format,,,,HeLa,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134783,1,Scientific Literature,J Med Chem,2001.0,CHEMBL3308376,,,,20.0,5HT6,20.0
CHEMBL42,CLOZAPINE,4.0,326.83,0.0,3.72,clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Ki,'=',nM,8.4,,,UO_0000065,25.7,0.5,4.68,27.2,1,CHEMBL4625523,Displacement of [3H]-LSD from human 5-HT6 receptor expresssed in stable HEK cell membrane incubated for 90 mins by microbeta counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4622954,1,Scientific Literature,Bioorg Med Chem,2020.0,,,,,4.0,5HT6,4.0
CHEMBL180582,,,445.59,1.0,5.44,20f,CN1CCC(c2c[nH]c3ccc(NS(=O)(=O)c4ccc(-c5ccccc5)cc4)cc23)CC1,Ki,'=',nM,8.17,,,UO_0000065,18.33,0.35,2.73,12.53,0,CHEMBL826384,Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145196,1,Scientific Literature,J Med Chem,2005.0,CHEMBL3307715,,,,6.8,5HT6,6.8
CHEMBL534472,,,403.94,0.0,2.66,1g,Nc1ccc(S(=O)(=O)c2ccc(N3CCNCC3)c3ccccc23)cc1,Ki,'=',nM,9.05,,,UO_0000065,24.62,0.48,6.39,11.99,0,CHEMBL838622,Binding affinity against 5 Hydroxy tryptamine 6 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142049,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,0.9,5HT6,0.9
CHEMBL71707,,,552.55,2.0,7.28,8,O=C(/C=C/c1ccc(Cl)c(Cl)c1)N[C@H]1CC[C@@H](CN2[C@@H]3CC[C@H]2C[C@H](c2c[nH]c4ccc(O)cc24)C3)CC1,Ki,'=',nM,5.7,,,UO_0000065,10.32,0.2,-1.58,8.34,0,CHEMBL620805,Binding affinity for 5-hydroxytryptamine 6 receptor was determined,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133914,1,Scientific Literature,Bioorg Med Chem Lett,2001.0,,,,,-5.7,5HT6,1995.26
CHEMBL179592,,,338.43,0.0,3.26,15a,O=S(=O)(c1ccccc1)n1cc(C2=CCNCC2)c2ccccc21,Ki,'=',nM,8.7,,,UO_0000065,25.7,0.5,5.44,17.02,0,CHEMBL829676,Binding affinity against cloned human 5-hydroxytryptamine 6 receptor expressed in HeLa cells using [3H]LSD,B,BAO_0000219,cell-based format,Homo sapiens,,,HeLa,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141885,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,CHEMBL3308376,,,,2.0,5HT6,2.0
CHEMBL362220,,,406.43,0.0,4.27,15o,O=S(=O)(c1ccc(C(F)(F)F)cc1)n1cc(C2=CCNCC2)c2ccccc21,Ki,'=',nM,7.7,,,UO_0000065,18.94,0.38,3.43,15.07,0,CHEMBL829676,Binding affinity against cloned human 5-hydroxytryptamine 6 receptor expressed in HeLa cells using [3H]LSD,B,BAO_0000219,cell-based format,Homo sapiens,,,HeLa,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141885,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,CHEMBL3308376,,,,20.0,5HT6,20.0
CHEMBL329329,,,376.46,0.0,3.92,43,COc1cccc(Cc2noc(-c3[nH]c4ccccc4c3CCN(C)C)n2)c1,Ki,'=',nM,8.89,,,UO_0000065,23.6,0.43,4.97,13.23,0,CHEMBL618094,Binding affinity as displacement of [3H]5-HT binding to 5-hydroxytryptamine 6 receptor in HeLa cells.,B,BAO_0000219,cell-based format,,,,HeLa,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134783,1,Scientific Literature,J Med Chem,2001.0,CHEMBL3308376,,,,1.3,5HT6,1.3
CHEMBL363827,,,356.42,0.0,3.39,8b,O=S(=O)(c1ccccc1F)n1cc(C2=CCCNC2)c2ccccc21,Ki,'=',nM,8.04,,,UO_0000065,22.55,0.44,4.65,15.73,0,CHEMBL884801,Displacement of [3H]LSD from cloned human 5-hydroxytryptamine 6 receptor expressed in HeLa cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HeLa,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143466,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,CHEMBL3308376,,,,9.2,5HT6,9.2
CHEMBL371318,,,380.92,0.0,4.06,9t,O=S(=O)(c1ccc(Cl)s1)n1cc(C2CCCNC2)c2ccccc21,Ki,'=',nM,8.52,,,UO_0000065,22.37,0.48,4.46,16.68,0,CHEMBL884801,Displacement of [3H]LSD from cloned human 5-hydroxytryptamine 6 receptor expressed in HeLa cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HeLa,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143466,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,CHEMBL3308376,,,,3.0,5HT6,3.0
CHEMBL194834,,,374.89,0.0,3.83,10i,O=S(=O)(c1ccc(Cl)cc1)n1cc(C[C@@H]2CCCN2)c2ccccc21,Ki,'=',nM,7.31,,,UO_0000065,19.5,0.4,3.48,14.3,0,CHEMBL884801,Displacement of [3H]LSD from cloned human 5-hydroxytryptamine 6 receptor expressed in HeLa cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HeLa,,,,,CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143466,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,CHEMBL3308376,,,,49.0,5HT6,49.0
